vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_location_id,dropoff_location_id,payment_type,fare_amount,tip_amount,total_amount
2,2023-01-01 19:08:00,2023-01-01 19:21:50.022364518,3.0,5.35,160,151,2,24.19,0.0,24.19
2,2023-01-13 10:43:00,2023-01-13 10:52:02.648371710,1.0,2.39,31,142,2,12.68,0.0,12.68
2,2023-01-07 20:07:00,2023-01-07 20:17:58.217349468,1.0,4.15,240,41,1,16.9,1.91,18.81
2,2023-01-21 17:29:00,2023-01-21 17:43:19.470503736,1.0,5.57,154,171,1,24.63,4.33,28.96
1,2023-01-23 17:46:00,2023-01-23 17:51:22.868005842,1.0,1.89,74,255,2,8.41,0.0,8.41
2,2023-01-15 22:38:00,2023-01-15 23:11:41.310022020,1.0,8.14,260,37,1,35.99,5.1,41.09
1,2023-01-25 18:36:00,2023-01-25 18:38:36.047357958,1.0,0.61,20,136,1,7.82,0.69,8.51
2,2023-01-01 11:18:00,2023-01-01 11:24:16.079166510,1.0,1.42,216,183,1,9.11,1.65,10.76
2,2023-01-06 18:58:00,2023-01-06 19:27:24.095271492,4.0,7.12,182,263,1,32.81,5.63,38.44
1,2023-01-05 00:42:00,2023-01-05 00:50:17.712485880,1.0,2.45,257,256,1,11.26,2.2,13.46
2,2023-01-11 10:38:00,2023-01-11 10:42:50.940659994,1.0,1.93,207,88,2,8.85,0.0,8.85
1,2023-01-24 08:46:00,2023-01-24 09:00:01.193806680,1.0,4.91,220,141,3,20.49,0.0,20.49
1,2023-01-09 06:07:00,2023-01-09 06:19:13.793356050,1.0,2.92,61,106,1,14.75,2.48,17.23
2,2023-01-06 16:38:00,2023-01-06 16:44:13.420878942,1.0,1.89,120,15,2,9.64,0.0,9.64
2,2023-01-17 18:39:00,2023-01-17 18:41:39.403568244,2.0,0.94,31,180,2,8.31,0.0,8.31
2,2023-01-31 21:49:00,2023-01-31 21:56:31.388191458,1.0,2.04,84,240,1,11.35,0.39,11.74
1,2023-01-28 22:51:00,2023-01-28 22:55:05.821839690,1.0,1.13,166,37,1,6.03,0.91,6.94
1,2023-01-08 07:08:00,2023-01-08 07:16:46.084591362,1.0,2.85,40,190,1,14.69,1.42,16.11
1,2023-01-26 07:31:00,2023-01-26 07:39:13.108044270,1.0,3.25,264,92,1,12.88,0.9,13.78
2,2023-01-25 08:41:00,2023-01-25 08:53:57.525053022,1.0,3.79,44,28,1,18.9,2.17,21.07
1,2023-01-27 17:33:00,2023-01-27 17:36:50.373464652,3.0,1.35,197,107,1,6.24,1.08,7.32
1,2023-01-06 08:04:00,2023-01-06 08:11:45.535723176,1.0,1.98,153,151,2,12.19,0.0,12.19
2,2023-01-09 15:15:00,2023-01-09 15:19:29.111975022,,1.24,115,91,4,9.84,0.0,9.84
1,2023-01-29 20:28:00,2023-01-29 20:36:33.778748981,1.0,2.39,243,233,2,12.77,0.0,12.77
1,2023-01-02 19:13:00,2023-01-02 19:26:31.941392868,1.0,4.34,204,56,1,18.85,1.73,20.58
2,2023-01-15 08:35:00,2023-01-15 08:40:29.357962578,1.0,1.45,205,171,1,7.94,1.15,9.09
2,2023-01-24 18:26:00,2023-01-24 18:30:11.032032456,6.0,1.43,172,88,1,9.82,1.43,11.25
2,2023-01-29 21:50:00,2023-01-29 21:55:28.022562786,1.0,1.24,154,36,1,8.66,0.89,9.55
1,2023-01-29 13:02:00,2023-01-29 13:09:35.294738286,1.0,1.69,171,119,1,11.06,1.26,12.32
1,2023-01-20 09:59:00,2023-01-20 10:10:47.368754124,2.0,4.35,250,163,1,20.17,0.96,21.13
1,2023-01-21 22:53:00,2023-01-21 23:15:49.613093190,1.0,8.93,6,85,2,37.36,0.0,37.36
1,2023-01-15 18:01:00,2023-01-15 18:05:16.883778060,3.0,1.4,12,19,2,10.19,0.0,10.19
1,2023-01-13 22:03:00,2023-01-13 22:10:14.333688678,4.0,2.04,203,106,2,10.64,0.0,10.64
2,2023-01-13 06:29:00,2023-01-13 06:38:14.550412026,1.0,2.73,250,227,1,16.48,2.09,18.57
2,2023-01-07 18:30:00,2023-01-07 18:40:04.593533622,1.0,3.3,9,49,1,16.16,2.53,18.69
2,2023-01-20 19:28:00,2023-01-20 19:36:42.322157112,1.0,2.66,38,34,2,13.43,0.0,13.43
2,2023-01-30 15:30:00,2023-01-30 15:46:06.154870338,1.0,6.04,166,166,1,24.07,4.56,28.63
2,2023-01-22 17:59:00,2023-01-22 18:22:02.868108678,1.0,6.03,162,150,1,29.58,3.89,33.47
1,2023-01-13 11:04:00,2023-01-13 11:12:34.187144501,3.0,2.48,127,232,1,12.52,1.75,14.27
2,2023-01-18 22:05:00,2023-01-18 22:07:53.179499802,1.0,1.07,167,177,2,5.71,0.0,5.71
2,2023-01-29 08:11:00,2023-01-29 08:30:16.119608580,2.0,5.32,74,59,2,25.84,0.0,25.84
1,2023-01-09 07:51:00,2023-01-09 08:00:57.531795660,5.0,3.42,95,42,1,16.79,2.37,19.16
2,2023-01-23 18:17:00,2023-01-23 18:35:10.272149208,2.0,4.21,25,178,1,21.64,1.74,23.38
2,2023-01-28 03:45:00,2023-01-28 03:49:01.195902132,1.0,1.09,36,17,1,8.57,1.47,10.04
1,2023-01-16 21:23:00,2023-01-16 21:31:06.146631996,1.0,2.93,215,250,1,14.33,1.47,15.8
1,2023-01-12 21:30:00,2023-01-12 21:41:11.345383902,1.0,4.46,174,256,1,22.5,4.22,26.72
2,2023-01-01 07:09:00,2023-01-01 07:18:22.749840330,1.0,2.28,84,65,1,13.7,1.64,15.34
2,2023-01-14 03:31:00,2023-01-14 03:39:06.292830138,2.0,2.12,196,134,1,14.19,2.12,16.31
2,2023-01-12 21:46:00,2023-01-12 21:59:47.410735110,1.0,3.09,103,145,1,14.82,1.62,16.44
1,2023-01-26 21:54:00,2023-01-26 21:58:06.697453278,5.0,1.0,107,225,1,6.98,0.7,7.68
1,2023-01-22 20:25:00,2023-01-22 20:28:32.944984308,1.0,0.82,259,36,1,7.55,1.18,8.73
2,2023-01-29 05:10:00,2023-01-29 05:12:43.336923030,1.0,1.07,21,183,1,5.23,0.85,6.08
1,2023-01-19 11:17:00,2023-01-19 11:28:54.225940764,1.0,2.99,245,42,1,15.05,1.75,16.8
2,2023-01-07 07:56:00,2023-01-07 08:09:21.512057496,1.0,4.77,241,130,1,20.54,3.24,23.78
2,2023-01-27 14:36:00,2023-01-27 14:45:04.294344780,2.0,2.08,263,264,2,12.74,0.0,12.74
2,2023-01-19 03:03:00,2023-01-19 03:06:07.789540254,2.0,0.76,95,3,1,7.38,1.21,8.59
2,2023-01-05 11:27:00,2023-01-05 11:42:03.772417692,1.0,4.11,108,96,1,19.24,3.76,23.0
2,2023-01-19 04:53:00,2023-01-19 05:00:57.750831042,2.0,2.99,8,26,1,13.47,2.54,16.01
1,2023-01-10 21:35:00,2023-01-10 21:42:16.605909756,1.0,2.23,184,160,3,11.67,0.0,11.67
1,2023-01-23 08:13:00,2023-01-23 08:28:10.614463596,2.0,3.51,20,192,1,19.15,0.67,19.82
2,2023-01-11 05:37:00,2023-01-11 05:45:10.362119328,1.0,1.92,107,17,1,11.67,2.96,14.63
1,2023-01-12 19:13:00,2023-01-12 19:33:53.073961968,5.0,5.57,104,10,1,27.85,5.58,33.43
1,2023-01-05 14:20:00,2023-01-05 14:24:56.654228856,2.0,1.72,18,146,1,9.38,1.41,10.79
2,2023-01-02 19:37:00,2023-01-02 19:44:54.642530400,1.0,1.9,155,222,1,11.92,1.12,13.04
1,2023-01-18 22:12:00,2023-01-18 22:27:55.756356336,1.0,4.76,46,110,1,23.04,3.8,26.84
2,2023-01-25 17:44:00,2023-01-25 17:50:10.017270744,1.0,1.38,101,139,1,9.76,0.74,10.5
2,2023-01-08 18:06:00,2023-01-08 18:13:25.599433422,1.0,2.48,181,231,1,12.39,1.31,13.7
1,2023-01-07 05:50:00,2023-01-07 06:09:09.601293336,1.0,7.61,159,231,2,28.49,0.0,28.49
1,2023-01-13 22:44:00,2023-01-13 22:53:22.397230158,1.0,3.14,181,251,1,15.17,2.05,17.22
2,2023-01-10 01:53:00,2023-01-10 02:03:30.591550692,1.0,2.45,243,184,1,13.02,2.15,15.17
1,2023-01-06 23:31:00,2023-01-06 23:39:27.346862160,2.0,3.2,134,96,1,16.99,2.15,19.14
2,2023-01-18 22:03:00,2023-01-18 22:13:13.309038168,4.0,2.65,23,131,1,13.56,1.32,14.88
1,2023-01-10 13:37:00,2023-01-10 13:40:56.218695750,2.0,0.96,32,151,1,6.81,1.05,7.86
1,2023-01-05 00:29:00,2023-01-05 00:35:20.234277966,1.0,1.95,130,191,4,9.76,0.0,9.76
1,2023-01-27 08:19:00,2023-01-27 08:30:13.013295738,1.0,3.84,4,75,1,16.17,3.22,19.39
1,2023-01-15 08:31:00,2023-01-15 08:39:47.107884894,1.0,2.17,147,207,1,13.27,1.59,14.86
1,2023-01-26 16:18:00,2023-01-26 16:27:40.964572524,4.0,3.13,47,44,2,13.67,0.0,13.67
2,2023-01-30 08:05:00,2023-01-30 08:25:12.494809890,1.0,4.63,130,66,1,22.09,2.4,24.49
1,2023-01-19 13:18:00,2023-01-19 13:34:24.958798482,2.0,4.93,219,258,1,22.53,3.57,26.1
2,2023-01-18 21:05:00,2023-01-18 21:19:23.332138020,2.0,4.0,138,173,2,20.34,0.0,20.34
2,2023-01-15 19:55:00,2023-01-15 20:05:43.386335202,2.0,2.83,194,216,1,15.14,1.35,16.49
1,2023-01-21 07:35:00,2023-01-21 07:37:36.240625302,5.0,0.93,81,223,1,6.48,1.07,7.55
2,2023-01-26 22:11:00,2023-01-26 22:15:28.814136036,3.0,1.69,198,107,1,9.19,0.67,9.86
2,2023-01-11 06:52:00,2023-01-11 06:54:42.528634116,1.0,0.76,151,67,2,9.1,0.0,9.1
1,2023-01-04 09:37:00,2023-01-04 09:54:15.000173597,2.0,4.25,28,230,1,19.49,2.11,21.6
2,2023-01-31 21:27:00,2023-01-31 21:41:23.197606674,1.0,3.84,28,128,1,17.49,2.51,20.0
2,2023-01-04 20:39:00,2023-01-04 20:44:16.961077662,1.0,1.33,48,30,1,5.83,0.64,6.47
2,2023-01-08 15:17:00,2023-01-08 15:39:02.092805676,1.0,5.09,231,139,1,27.24,3.99,31.23
2,2023-01-24 18:13:00,2023-01-24 18:56:30.620427300,1.0,9.69,228,94,2,45.21,0.0,45.21
2,2023-01-22 19:39:00,2023-01-22 19:47:36.147165858,2.0,2.04,192,212,2,10.96,0.0,10.96
2,2023-01-29 03:47:00,2023-01-29 04:02:36.130292268,1.0,3.55,88,18,1,18.24,2.19,20.43
2,2023-01-01 21:40:00,2023-01-01 21:44:48.945110916,3.0,1.74,38,140,2,9.59,0.0,9.59
2,2023-01-20 05:56:00,2023-01-20 06:03:47.869852242,1.0,3.11,89,153,2,14.31,0.0,14.31
1,2023-01-30 17:59:00,2023-01-30 18:06:23.218928484,5.0,1.83,222,143,1,9.82,1.82,11.64
1,2023-01-18 15:03:00,2023-01-18 15:07:52.020710100,1.0,1.41,66,248,1,6.29,0.81,7.1
1,2023-01-22 14:59:00,2023-01-22 15:11:41.432337042,3.0,4.96,210,132,1,22.08,4.37,26.45
1,2023-01-01 22:01:00,2023-01-01 22:12:06.675623856,1.0,3.28,260,111,1,15.48,2.36,17.84
1,2023-01-07 23:19:00,2023-01-07 23:31:13.326924294,1.0,2.85,208,92,1,18.89,2.94,21.83
1,2023-01-19 19:01:00,2023-01-19 19:08:34.275490710,1.0,2.95,50,168,1,12.7,2.18,14.88
1,2023-01-02 11:13:00,2023-01-02 11:19:31.884720072,1.0,2.04,86,62,2,11.05,0.0,11.05
2,2023-01-30 06:02:00,2023-01-30 06:08:22.402326456,1.0,1.42,194,80,4,7.6,0.0,7.6
2,2023-01-10 21:59:00,2023-01-10 22:05:30.666417546,1.0,1.67,122,12,1,8.87,1.19,10.06
1,2023-01-22 22:15:00,2023-01-22 22:22:44.298588018,1.0,2.06,229,28,2,10.96,0.0,10.96
2,2023-01-25 06:03:00,2023-01-25 06:14:12.758096652,1.0,2.72,142,224,1,12.32,1.58,13.9
1,2023-01-11 22:23:00,2023-01-11 22:35:27.006865398,1.0,3.54,208,67,1,16.04,1.48,17.52
1,2023-01-24 21:56:00,2023-01-24 22:07:05.139399354,2.0,2.64,188,249,2,13.56,0.0,13.56
2,2023-01-10 15:46:00,2023-01-10 15:53:32.241311777,3.0,2.95,207,28,1,11.48,1.36,12.84
2,2023-01-19 07:02:00,2023-01-19 07:16:33.285189048,1.0,4.43,59,245,1,21.25,2.39,23.64
2,2023-01-04 15:19:00,2023-01-04 15:23:43.389866676,1.0,1.28,185,205,1,6.75,0.57,7.32
1,2023-01-14 06:16:00,2023-01-14 06:23:07.278935232,1.0,1.77,44,70,1,12.36,2.1,14.46
2,2023-01-17 06:48:00,2023-01-17 06:57:55.196667396,5.0,3.88,136,185,2,16.63,0.0,16.63
1,2023-01-24 18:56:00,2023-01-24 19:13:04.861952370,1.0,4.97,185,77,1,20.61,2.9,23.51
2,2023-01-01 18:59:00,2023-01-01 19:04:46.649208468,1.0,1.97,172,224,1,8.43,1.22,9.65
2,2023-01-04 02:56:00,2023-01-04 03:13:50.020099518,1.0,4.74,45,259,4,-26.026515988050967,0.0,24.19
2,2023-01-18 16:06:00,2023-01-18 16:12:49.416664278,6.0,2.09,257,219,1,8.61,1.79,10.4
2,2023-01-25 04:55:00,2023-01-25 05:11:48.796163076,1.0,4.04,93,255,2,22.91,0.0,22.91
1,2023-01-07 23:26:00,2023-01-07 23:30:17.248421658,2.0,1.51,165,166,4,10.68,0.0,10.68
1,2023-01-01 17:02:00,2023-01-01 17:10:06.392572278,1.0,2.33,82,150,1,11.56,1.26,12.82
1,2023-01-31 18:42:00,2023-01-31 18:53:22.963218906,1.0,3.44,225,214,1,17.69,1.32,19.01
2,2023-01-15 18:50:00,2023-01-15 18:57:33.573857676,1.0,1.82,149,189,1,13.17,1.38,14.55
2,2023-01-23 16:37:00,2023-01-23 16:55:08.196790122,1.0,4.47,134,122,2,21.92,0.0,21.92
1,2023-01-26 20:41:00,2023-01-26 20:45:32.331426342,1.0,1.65,205,68,1,8.52,1.07,9.59
2,2023-01-20 06:52:00,2023-01-20 07:04:38.724071712,1.0,4.5,59,245,2,18.52,0.0,18.52
2,2023-01-11 15:48:00,2023-01-11 15:52:59.922830004,6.0,1.89,83,219,1,11.44,1.71,13.15
1,2023-01-05 00:08:00,2023-01-05 00:14:34.695718368,1.0,1.92,207,165,2,10.74,0.0,10.74
2,2023-01-06 02:04:00,2023-01-06 02:08:59.430661374,1.0,1.43,132,107,2,7.45,0.0,7.45
2,2023-01-17 05:30:00,2023-01-17 05:40:52.916326302,4.0,3.13,234,201,1,14.82,3.22,18.04
1,2023-01-23 14:41:00,2023-01-23 14:50:22.876818372,1.0,3.54,161,122,1,16.66,2.03,18.69
1,2023-01-13 10:12:00,2023-01-13 10:16:16.370927135,,1.27,239,109,1,7.47,0.68,8.15
1,2023-01-23 16:38:00,2023-01-23 16:43:50.150603094,2.0,1.77,220,187,1,10.58,2.46,13.04
1,2023-01-20 10:39:00,2023-01-20 10:44:00.148151658,1.0,1.77,17,100,1,10.31,1.07,11.38
2,2023-01-11 19:04:00,2023-01-11 19:09:53.885100378,1.0,1.65,73,262,1,8.95,1.47,10.42
2,2023-01-16 14:23:00,2023-01-16 14:33:15.969753149,1.0,3.52,119,196,1,17.47,1.49,18.96
1,2023-01-19 23:44:00,2023-01-20 00:05:13.592234328,4.0,6.17,168,145,2,29.87,0.0,29.87
1,2023-01-16 17:25:00,2023-01-16 17:38:41.307599556,2.0,4.52,44,109,3,19.33,0.0,19.33
2,2023-01-26 07:44:00,2023-01-26 07:52:08.473007784,1.0,1.86,101,226,1,11.03,1.55,12.58
2,2023-01-06 02:57:00,2023-01-06 03:01:07.219606536,1.0,1.24,153,173,1,11.03,1.72,12.75
2,2023-01-15 22:47:00,2023-01-15 22:54:41.473630152,2.0,2.29,1,31,1,15.37,2.3,17.67
1,2023-01-07 18:01:00,2023-01-07 18:09:00.940368888,1.0,3.0,243,263,1,15.94,1.76,17.7
2,2023-01-12 16:48:00,2023-01-12 17:01:54.107396454,3.0,3.23,149,176,1,19.74,2.84,22.58
2,2023-01-13 10:48:00,2023-01-13 11:08:15.570947207,3.0,4.8,141,69,1,23.4,1.54,24.94
1,2023-01-28 08:10:00,2023-01-28 08:27:11.496779304,1.0,3.95,16,261,2,23.21,0.0,23.21
2,2023-01-13 12:23:00,2023-01-13 12:28:57.504994278,2.0,1.37,157,164,1,9.65,0.92,10.57
2,2023-01-25 10:29:00,2023-01-25 10:46:15.052928652,2.0,4.21,15,187,1,19.28,2.54,21.82
2,2023-01-26 20:11:00,2023-01-26 20:18:26.014996218,5.0,2.23,184,216,1,11.96,1.46,13.42
2,2023-01-04 07:26:00,2023-01-04 07:44:43.438932744,6.0,5.45,232,133,1,24.18,2.75,26.93
2,2023-01-27 20:46:00,2023-01-27 20:58:50.222634816,1.0,3.05,225,192,1,17.57,1.42,18.99
1,2023-01-26 08:36:00,2023-01-26 08:52:05.278729146,1.0,3.79,54,223,2,20.21,0.0,20.21
2,2023-01-20 18:18:00,2023-01-20 18:24:58.384832652,1.0,1.97,193,246,1,11.21,1.73,12.94
1,2023-01-23 12:39:00,2023-01-23 12:47:13.567197450,4.0,2.01,191,109,1,9.21,1.17,10.38
2,2023-01-22 19:04:00,2023-01-22 19:13:00.999545724,1.0,2.93,261,42,1,14.18,1.85,16.03
2,2023-01-04 18:47:00,2023-01-04 19:11:12.055086210,1.0,5.54,161,243,1,26.14,3.5,29.64
1,2023-01-22 21:45:00,2023-01-22 21:50:26.816950782,1.0,1.76,237,111,4,8.43,0.0,8.43
2,2023-01-22 13:03:00,2023-01-22 13:12:58.418091720,1.0,3.27,89,261,2,15.57,0.0,15.57
1,2023-01-13 13:02:00,2023-01-13 13:09:38.854252716,1.0,1.82,125,251,1,8.8,0.7,9.5
2,2023-01-16 12:11:00,2023-01-16 12:16:03.086583936,1.0,1.94,107,11,1,7.01,0.33,7.34
2,2023-01-18 18:00:00,2023-01-18 18:03:20.410464174,1.0,0.99,163,195,2,9.93,0.0,9.93
2,2023-01-23 06:59:00,2023-01-23 07:06:30.803140674,5.0,2.4,79,219,1,13.95,2.01,15.96
1,2023-01-05 08:12:00,2023-01-05 08:17:35.300573238,1.0,1.5,220,28,1,10.95,1.63,12.58
2,2023-01-04 19:41:00,2023-01-04 19:45:45.485505450,4.0,1.74,161,252,2,10.17,0.0,10.17
1,2023-01-11 21:28:00,2023-01-11 21:34:38.702030034,5.0,2.49,194,196,1,12.14,1.17,13.31
2,2023-01-30 17:16:00,2023-01-30 17:50:12.609025998,1.0,7.85,258,235,1,37.53,5.08,42.61
2,2023-01-27 13:49:00,2023-01-27 13:56:37.065621558,1.0,2.11,128,52,1,12.19,1.74,13.93
2,2023-01-26 17:52:00,2023-01-26 17:54:53.932695822,6.0,1.03,117,40,1,6.07,0.85,6.92
2,2023-01-26 18:32:00,2023-01-26 18:41:14.263272666,1.0,3.41,49,90,1,19.95,1.44,21.39
2,2023-01-30 14:53:00,2023-01-30 14:58:35.055737514,1.0,2.09,83,29,1,9.67,1.42,11.09
2,2023-01-13 23:54:00,2023-01-14 00:17:12.899145792,1.0,7.43,114,137,3,33.29,0.0,33.29
2,2023-01-01 12:34:00,2023-01-01 12:39:29.532109416,1.0,1.55,60,198,1,9.99,1.38,11.37
1,2023-01-11 18:21:00,2023-01-11 18:35:42.029605650,1.0,4.65,198,6,1,23.01,3.73,26.74
2,2023-01-07 08:13:00,2023-01-07 08:27:40.585253268,1.0,5.16,188,127,2,22.68,0.0,22.68
1,2023-01-28 16:22:00,2023-01-28 16:25:23.595493650,1.0,0.85,245,140,4,7.47,0.0,7.47
1,2023-01-01 12:01:00,2023-01-01 12:05:02.550020406,1.0,1.05,104,163,1,6.19,0.54,6.73
2,2023-01-22 03:29:00,2023-01-22 03:47:44.668459890,1.0,4.48,264,59,1,21.32,4.52,25.84
2,2023-01-27 10:01:00,2023-01-27 10:10:20.980642548,1.0,3.07,187,245,1,13.97,1.87,15.84
2,2023-01-19 16:37:00,2023-01-19 16:45:20.096952612,1.0,1.99,155,214,2,11.17,0.0,11.17
2,2023-01-20 08:11:00,2023-01-20 08:19:21.530777790,1.0,3.1,22,14,1,12.97,1.98,14.95
1,2023-01-07 09:52:00,2023-01-07 10:03:12.732520062,4.0,2.65,141,163,2,18.46,0.0,18.46
2,2023-01-06 07:30:00,2023-01-06 07:34:41.015184792,3.0,1.73,107,228,1,10.31,0.68,10.99
2,2023-01-19 18:35:00,2023-01-19 18:56:15.665722307,4.0,7.93,167,138,1,32.24,3.72,35.96
2,2023-01-12 15:43:00,2023-01-12 15:57:19.503173352,5.0,4.83,17,85,1,20.16,1.93,22.09
2,2023-01-13 16:38:00,2023-01-13 16:55:13.388006964,1.0,3.96,67,219,2,20.62,0.0,20.62
2,2023-01-20 11:10:00,2023-01-20 11:13:08.015535497,1.0,1.24,40,107,1,7.36,0.87,8.23
1,2023-01-12 12:42:00,2023-01-12 12:57:50.984834652,4.0,3.89,37,41,1,20.21,1.88,22.09
2,2023-01-15 05:03:00,2023-01-15 05:09:04.668392796,3.0,1.73,144,149,1,9.83,2.15,11.98
2,2023-01-26 19:25:00,2023-01-26 19:39:13.260604488,1.0,3.34,238,243,1,18.74,1.82,20.56
1,2023-01-12 08:57:00,2023-01-12 09:04:49.467198192,1.0,3.04,32,147,1,15.01,1.72,16.73
2,2023-01-04 17:41:00,2023-01-04 17:56:55.629159192,1.0,4.07,88,246,2,20.23,0.0,20.23
2,2023-01-28 07:19:00,2023-01-28 07:30:19.822778646,2.0,2.67,147,37,2,13.77,0.0,13.77
1,2023-01-24 08:43:00,2023-01-24 08:48:53.296711368,4.0,1.33,154,262,2,7.48,0.0,7.48
1,2023-01-23 11:25:00,2023-01-23 11:35:37.379716380,1.0,2.81,88,17,1,15.5,1.18,16.68
2,2023-01-04 15:16:00,2023-01-04 15:21:50.241589686,1.0,1.35,243,239,1,8.28,1.67,9.95
2,2023-01-21 09:34:00,2023-01-21 09:39:35.883440340,6.0,1.58,186,193,1,6.65,1.03,7.68
2,2023-01-23 21:21:00,2023-01-23 21:25:49.995191742,6.0,1.35,188,123,1,8.96,0.86,9.82
2,2023-01-17 11:17:00,2023-01-17 11:21:13.081585062,1.0,1.47,23,219,1,9.12,1.57,10.69
2,2023-01-17 14:02:00,2023-01-17 14:10:21.486592686,1.0,2.55,167,43,1,12.78,0.84,13.62
2,2023-01-30 15:32:00,2023-01-30 15:46:36.741263916,1.0,3.9,198,164,1,16.17,1.34,17.51
2,2023-01-08 18:23:00,2023-01-08 18:27:19.407494454,5.0,1.58,80,19,1,8.54,0.86,9.4
1,2023-01-23 18:38:00,2023-01-23 18:44:25.938373470,1.0,2.24,149,8,1,11.13,2.23,13.36
1,2023-01-07 19:28:00,2023-01-07 19:33:32.781985434,,1.75,67,142,1,11.14,1.18,12.32
1,2023-01-25 17:53:00,2023-01-25 18:01:22.999124550,1.0,1.94,75,26,2,9.17,0.0,9.17
1,2023-01-07 16:34:00,2023-01-07 16:55:02.096674572,2.0,4.78,75,25,1,26.72,2.09,28.81
1,2023-01-22 19:49:00,2023-01-22 20:10:48.102662712,1.0,6.92,82,25,1,29.46,4.73,34.19
1,2023-01-22 21:44:00,2023-01-22 21:53:37.202774502,2.0,2.28,93,98,2,13.71,0.0,13.71
2,2023-01-05 18:38:00,2023-01-05 18:48:37.731435708,1.0,2.97,231,41,1,13.91,1.83,15.74
1,2023-01-28 18:24:00,2023-01-28 18:33:25.358350134,1.0,2.37,153,124,2,11.22,0.0,11.22
2,2023-01-25 20:23:00,2023-01-25 20:31:13.018513542,6.0,2.11,76,242,1,14.22,1.23,15.45
1,2023-01-29 21:55:00,2023-01-29 22:05:17.899423308,2.0,2.71,164,89,1,13.25,1.93,15.18
1,2023-01-14 19:36:00,2023-01-14 19:45:55.682633220,1.0,2.8,200,90,2,11.27,0.0,11.27
1,2023-01-17 14:17:00,2023-01-17 14:23:24.698381226,1.0,1.87,39,127,1,11.44,1.5,12.94
2,2023-01-06 13:40:00,2023-01-06 13:44:53.946216762,1.0,1.66,227,102,1,7.39,0.87,8.26
1,2023-01-06 18:12:00,2023-01-06 18:19:41.262595584,1.0,2.18,131,62,1,10.57,1.27,11.84
2,2023-01-28 19:11:00,2023-01-28 19:33:04.999419936,1.0,5.84,81,63,2,25.28,0.0,25.28
1,2023-01-21 21:29:00,2023-01-21 21:40:30.726454146,3.0,3.42,111,126,2,15.87,0.0,15.87
2,2023-01-01 06:50:00,2023-01-01 06:57:59.343268248,2.0,2.67,238,192,1,13.53,1.66,15.19
2,2023-01-05 21:25:00,2023-01-05 21:43:25.579967004,1.0,4.28,27,45,1,20.22,2.37,22.59
2,2023-01-14 15:42:00,2023-01-14 15:49:28.950320904,2.0,2.32,102,30,2,13.24,0.0,13.24
1,2023-01-28 18:45:00,2023-01-28 18:52:36.078514560,2.0,2.36,5,136,1,10.86,0.78,11.64
2,2023-01-22 16:42:00,2023-01-22 16:47:01.046867088,1.0,1.58,195,204,1,7.28,0.65,7.93
2,2023-01-12 12:19:00,2023-01-12 12:33:16.803945672,1.0,3.86,201,100,2,17.43,0.0,17.43
2,2023-01-24 15:21:00,2023-01-24 15:25:08.588625558,1.0,1.22,186,181,2,9.28,0.0,9.28
2,2023-01-14 15:50:00,2023-01-14 15:58:15.276554537,2.0,2.17,135,208,2,12.92,0.0,12.92
1,2023-01-23 20:24:00,2023-01-23 20:30:21.578478282,1.0,1.65,158,83,1,11.03,1.93,12.96
2,2023-01-27 15:46:00,2023-01-27 15:53:56.702517906,4.0,2.95,38,247,2,14.65,0.0,14.65
2,2023-01-24 19:06:00,2023-01-24 19:19:13.451869578,2.0,4.75,99,209,2,20.08,0.0,20.08
2,2023-01-13 17:46:00,2023-01-13 17:54:51.769107720,2.0,2.56,103,8,1,13.9,1.96,15.86
2,2023-01-13 18:18:00,2023-01-13 18:23:45.937273434,1.0,1.35,40,228,1,10.04,1.19,11.23
2,2023-01-31 07:48:00,2023-01-31 07:58:47.128425720,1.0,3.04,159,145,1,14.77,1.58,16.35
1,2023-01-17 13:31:00,2023-01-17 13:36:36.512089680,1.0,1.98,201,59,2,11.03,0.0,11.03
2,2023-01-12 10:13:00,2023-01-12 10:19:15.651643278,6.0,1.91,247,237,1,11.52,1.28,12.8
2,2023-01-01 12:15:00,2023-01-01 12:26:03.919273889,1.0,3.96,103,136,1,17.84,1.46,19.3
2,2023-01-09 04:32:00,2023-01-09 04:41:54.771680502,1.0,3.21,8,60,1,15.72,3.52,19.24
2,2023-01-21 02:08:00,2023-01-21 02:32:11.220031824,1.0,6.05,256,176,2,27.05,0.0,27.05
1,2023-01-07 07:00:00,2023-01-07 07:07:12.077332668,3.0,1.92,105,219,2,7.46,0.0,7.46
1,2023-01-07 22:12:00,2023-01-07 22:17:56.529294012,1.0,1.74,193,155,2,11.22,0.0,11.22
1,2023-01-14 07:28:00,2023-01-14 07:46:28.397765076,1.0,4.82,108,155,1,23.02,2.15,25.17
2,2023-01-13 22:15:00,2023-01-13 22:19:02.865157968,1.0,1.05,213,258,1,6.66,1.04,7.7
2,2023-01-21 15:25:00,2023-01-21 15:29:00.120444720,1.0,1.5,56,264,1,8.84,1.69,10.53
1,2023-01-13 06:56:00,2023-01-13 07:07:29.713645506,1.0,3.69,99,108,1,16.25,2.58,18.83
2,2023-01-31 16:29:00,2023-01-31 16:52:31.886709120,1.0,6.01,188,203,1,28.04,3.48,31.52
2,2023-01-18 08:39:00,2023-01-18 08:52:43.913570460,3.0,3.32,72,31,1,17.95,2.39,20.34
